sentiment,headline
1,meanwhile  nokia said that it will be able to deliver a complete range of services from deployment operations to consulting and integration to managed services as a result of the buyout .
1,nevertheless  fitch notes that the business fundamentals of the three banks currently remain sound .
1,nokia controls more than 50 percent of phone sales in india and africa  and has a strong prosition on most other emerging markets .
1,nordic business report26 june 2006metso corporation wins eur50m equipment order in australia _ 19982006 m2 communications ltd the finnish engineering and technology group metso corporation said on monday  26 june  that it has received a eur50m equipment order in australia .
1,of the sales price  a sales gain of some 3.1 mln euro   4.5 mln  will be recognized in incap's earnings for 2007 .
1,outotec's net profit for the second quarter of 2007 jumped to 16.8 mln euro   23.1 mln  from 4.6 mln euro   6.3 mln  a year ago .
1,panostaja oyj s  panostaja  board of directors decided on 16 december 2010 on a new longterm incentive and commitment plan for members of the management team .
1,pioneer library system was one of 127 libraries  municipalities  arts  culture and higher education and science organizations to have been awarded grants to participate in the big read  the largest federal reading program in u.s. history .
1,pretax profit jumped to eur 21.9 million from eur 3.1 million .
1,profitability  ebit   was 13.9   compared to 13.1  in the previousyear period .
1,raute corporation has received orders worth over eur 12 million from ooo ilim bratsk dok in russia .
1,recovery has been evident in the liquid handling business  particularly in areas outside europe and primarily in north america and asia .
1,sales improved to sek 1553 mn  compared with sek 1408 mn .
1,savon koulutuskuntayhtyma  finland based company has awarded contract for specialist agricultural or forestry machinery .
1,skf 6 april 2010  alandsbanken has given a  buy '' recommendation on swedish industrial company skf ab  sto  skf b  with a share price target of sek150 .
1,sony ericsson and nokia dominated the list of bestselling handsets with five models each .
1,speaking to justdrinks today  a spokesperson for olvi said   we have performed very well in all four countries we operate in  namely  finland  estonia  latvia and lithuania . ''
1,sports equipment sales also progressed well owing to the prolonged winter season .
1,stockmann mastercard has widened the scope of this cooperation to estonia and latvia .
1,tele2 affarsvarlden gave a  buy '' recommendation on mobile operator tele2 ab and a share price target of 142 crowns   23.54  15.19 euro  .
1,that topped consensus forecasts for earnings of 0.21 euros a share .
1,the acquisition of kaupthing sverige will bring a significant positive nonrecurring addition to the group's performance .
1,the acquisition will have an immediate positive impact on aspocomp's financial result .
1,the amending of the proposal simplifies the proposed plan and increases the incentive for key employees to stay in the company .
1,the australian company mirabela nickel has awarded outokumpu technology a contract for grinding technology for its nickel sulfide project in bahia state  brazil .
1,the broker has initiated both palfinger ag and konecranes oyj with  buy ' recommendations  with 51 and 42 eur price targets respectively .
1,the buyer aims to thus reinforce its position in denmark  martela group managing director heikki martela said .
1,the companies have agreed on longterm cooperation to mechanise harvesting in stora enso's eucalyptus plantations in southern china .
1,the company aims to maintain this trend in profitability during the current year .
1,the company also said that in poland a profitability program has been launched at the oborniki steel frame and sandwich panel plant .
1,the company has established a 3g base station at about 17000 feet at the foot of mount everest that will enable mountain climbers at the 29035foot summit to surf the internet and even send videos of their exploits .
1,the company is also featured in the ethibel pioneer investment register and included in innovest's global 100 list of the world's most sustainable corporations .
1,the company's goal is to achieve annual savings of eur 2 million  usd 2.7 m   of which two thirds are to be realized in 2010 .
1,the company said it observed a current stabilisation in prices and there is potential for higher prices for deliveries in the first quarter of 2011 .
1,the company will also be compensated for acting as a reserve batch plant .
1,the group also has a strong global position in other fishing categories .
1,the group's cash flow from operations will be positive .
1,the mill has long traditions and holds an established position in the markets .
1,the move is aimed at boosting sales  costefficiency and market share in finland .
1,the original name componenta _m_l  as a subsidiary of the finnish componenta group  has been changed to _m_l components and the company has seen a 63  growth in q1 2010  in comparison to q1 2009 .
1,the parties have also agreed on options that allow uh to extensively implement later on also functionalities of human resources management .
1,the pilot project proved that rifd technology is ideal for our purposes ''  comments olli saarinen  material handling supervisor at yara .
1,the planned facility  estimated to cost around  814 million  would be the largest biodiesel plant in the world  and use palm oil certified by the roundtable on sustainable palm oil  rspo  .
1,this combined with foreign investments creates interesting opportunities for solteq .
1,this is done logistics ' largest order in norway  the diversified group said .
